1,1
2,2
3,3
4,4
5,6
6,7
7,8
8,9
9,10
10,11
11,13
12,16
13,18
14,20
15,21
16,23
17,24
18,25
19,26
20,27
21,28
22,29
23,31
24,40
25,41
26,44
27,46
28,48
29,49
30,52
31,54
32,56
33,57
34,58
35,59
36,60
37,61
38,64
39,65
40,66
41,71
42,75
43,76
44,78
45,79
46,80
47,81
48,82
49,83
50,84
51,85
52,86
53,87
54,88
55,89
56,90
57,91
58,92
59,93
60,94
61,95
62,96
63,97
64,98
65,99
